recommendation_id,rule_id,clothing_type,colour,condition,damage_location,damage_severity,stain_severity,hole_severity,repair_status,style,material,recommended_action,upcycling_method,difficulty,reason,required_materials,estimated_time_minutes,recommendation_priority,rule_basis
REC021530,SK02,Skirt,Navy,Worn,Waist,Minor,Minor,None,Previously Repaired,Casual,Cotton,Replace or reinforce the waistband,Waistband repair,Medium,A damaged waistband can be repaired without replacing the entire garment.,"Elastic or waistband fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021531,T01,T-shirt,Grey,Worn,Sleeve,Minor,Minor,None,Previously Repaired,Casual,Cotton,Redesign into a sleeveless top,Sleeve removal,Easy,Removing a damaged sleeve can preserve the main body of the garment.,"Scissors, measuring tape, needle and thread",40,1,Rule-based circular fashion/upcycling transformation
REC021532,T02,T-shirt,Grey,Worn,Bottom,Minor,Minor,None,Previously Repaired,Casual,Cotton,Crop and finish the lower edge,Cropping,Easy,A damaged lower edge can be removed and the garment shortened.,"Scissors, measuring tape, needle and thread",30,1,Rule-based circular fashion/upcycling transformation
REC021533,T03,T-shirt,Grey,Worn,Front,Minor,Minor,None,Previously Repaired,Casual,Cotton,Cover the damaged area with an appliqué or patch,Appliqué,Easy,A localized damaged area can be covered while adding a decorative element.,"Fabric patch, fabric adhesive or thread",30,1,Rule-based circular fashion/upcycling transformation
REC021534,T04,T-shirt,White,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Oversized,Cotton Blend,Recover usable fabric for small accessories,Fabric recovery,Medium,"When the shirt is heavily damaged, intact fabric can still be reused.","Scissors, thread and sewing supplies",90,1,Rule-based circular fashion/upcycling transformation
REC021535,D01,Dress,Navy,Worn,Bottom,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Shorten the dress and refinish the hem,Length alteration,Easy,A damaged lower edge can be removed while retaining the upper garment.,"Scissors, measuring tape and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021536,D02,Dress,Navy,Worn,Sleeve,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Redesign into a sleeveless dress,Sleeve removal,Medium,Removing damaged sleeves can preserve the dress body.,"Scissors, thread, needle or sewing machine",75,1,Rule-based circular fashion/upcycling transformation
REC021537,D03,Dress,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Sporty,Cotton,Recover usable fabric for a skirt or accessories,Fabric recovery,Medium,Intact sections can be separated from damaged areas and reused.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021538,J01,Jeans,Green,Worn,Bottom,Minor,Minor,Minor,Needs Repair,Casual,Denim,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC021539,J02,Jeans,Green,Worn,Knee,Minor,Minor,Minor,Needs Repair,Casual,Denim,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC021540,J03,Jeans,Green,Worn,Pocket,Minor,Minor,Minor,Needs Repair,Casual,Denim,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC021541,J04,Jeans,Blue,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Oversized,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC021542,K01,Hoodie,Grey,Worn,Sleeve,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021543,K02,Hoodie,Grey,Worn,Front,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC021544,K03,Hoodie,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Oversized,Cotton Blend,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC021545,L01,Leggings,Grey,Worn,Bottom,Minor,Minor,Minor,Needs Repair,Casual,Polyester,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC021546,L02,Leggings,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Oversized,Cotton Blend,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC021547,N01,T-shirt,Beige,Excellent,None,None,None,None,No Repair,Oversized,Cotton Blend,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC021548,N02,Shirt,Pink,Excellent,None,None,None,None,No Repair,Casual,Polyester,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC021549,N03,Denim Jacket,Grey,Excellent,None,None,None,None,No Repair,Formal,Denim,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC021550,N04,Saree,Pink,Excellent,None,None,None,None,No Repair,Casual,Polyester,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC021551,N05,Dress,Pink,Excellent,None,None,None,None,No Repair,Casual,Viscose,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC021552,O01,Jacket,Navy,Worn,Sleeve,Minor,Minor,Minor,Needs Repair,Casual,Polyester,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC021553,O02,Jacket,Navy,Worn,Pocket,Minor,Minor,Minor,Needs Repair,Casual,Polyester,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021554,O03,Jacket,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Sporty,Polyester,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC021555,P01,Trousers,Navy,Worn,Bottom,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC021556,P02,Trousers,Navy,Worn,Knee,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC021557,R01,Jumpsuit,Navy,Worn,Bottom,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC021558,R02,Jumpsuit,Navy,Worn,Sleeve,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021559,S01,Shirt,Navy,Worn,Sleeve,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Convert into a sleeveless top,Sleeve removal,Medium,Removing damaged sleeves can retain the main body of the garment.,"Scissors, thread, needle or sewing machine",60,1,Rule-based circular fashion/upcycling transformation
REC021560,S02,Shirt,Navy,Worn,Collar,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Replace or redesign the collar,Collar redesign,Medium,A damaged collar can be replaced or converted into a new neckline.,"Replacement fabric, interfacing, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021561,S03,Shirt,Navy,Worn,Front,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Add a decorative fabric panel or appliqué,Panel insertion,Medium,A localized damaged area can be reinforced and visually redesigned.,"Fabric panel, thread, needle or sewing machine",60,2,Rule-based circular fashion/upcycling transformation
REC021562,S04,Shirt,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Sporty,Cotton,Recover intact fabric sections for smaller products,Material recovery,Medium,Heavily damaged garments can still provide usable fabric pieces.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021563,SA01,Saree,Navy,Worn,Edge,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Trim the damaged edge and create a smaller accessory,Edge recovery,Medium,A damaged edge can be removed while preserving a large amount of usable fabric.,"Scissors, measuring tape and finishing thread",60,1,Rule-based circular fashion/upcycling transformation
REC021564,SA02,Saree,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Sporty,Cotton,Recover intact fabric for accessories or patchwork,Fabric recovery,Medium,Intact sections can be separated and reused when the original item is heavily damaged.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021565,SH01,Shorts,Navy,Worn,Hem,Minor,Minor,Minor,Needs Repair,Casual,Denim,Refinish or redesign the hem,Hem redesign,Easy,The damaged edge can be reconstructed without replacing the whole garment.,"Scissors, thread and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC021566,SK01,Skirt,Navy,Worn,Bottom,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Shorten and refinish the skirt,Length alteration,Easy,Damaged lower fabric can be removed and the hem reconstructed.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC021567,SK02,Skirt,Navy,Worn,Waist,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Replace or reinforce the waistband,Waistband repair,Medium,A damaged waistband can be repaired without replacing the entire garment.,"Elastic or waistband fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021568,T01,T-shirt,Grey,Worn,Sleeve,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Redesign into a sleeveless top,Sleeve removal,Easy,Removing a damaged sleeve can preserve the main body of the garment.,"Scissors, measuring tape, needle and thread",40,1,Rule-based circular fashion/upcycling transformation
REC021569,T02,T-shirt,Grey,Worn,Bottom,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Crop and finish the lower edge,Cropping,Easy,A damaged lower edge can be removed and the garment shortened.,"Scissors, measuring tape, needle and thread",30,1,Rule-based circular fashion/upcycling transformation
REC021570,T03,T-shirt,Grey,Worn,Front,Minor,Minor,Minor,Needs Repair,Casual,Cotton,Cover the damaged area with an appliqué or patch,Appliqué,Easy,A localized damaged area can be covered while adding a decorative element.,"Fabric patch, fabric adhesive or thread",30,1,Rule-based circular fashion/upcycling transformation
REC021571,T04,T-shirt,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Oversized,Cotton Blend,Recover usable fabric for small accessories,Fabric recovery,Medium,"When the shirt is heavily damaged, intact fabric can still be reused.","Scissors, thread and sewing supplies",90,1,Rule-based circular fashion/upcycling transformation
REC021572,D01,Dress,Navy,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Shorten the dress and refinish the hem,Length alteration,Easy,A damaged lower edge can be removed while retaining the upper garment.,"Scissors, measuring tape and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021573,D02,Dress,Navy,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Redesign into a sleeveless dress,Sleeve removal,Medium,Removing damaged sleeves can preserve the dress body.,"Scissors, thread, needle or sewing machine",75,1,Rule-based circular fashion/upcycling transformation
REC021574,D03,Dress,White,Damaged,Multiple Areas,Major,Minor,None,Previously Repaired,Sporty,Cotton,Recover usable fabric for a skirt or accessories,Fabric recovery,Medium,Intact sections can be separated from damaged areas and reused.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021575,J01,Jeans,Green,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Casual,Denim,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC021576,J02,Jeans,Green,Worn,Knee,Minor,Minor,Minor,Previously Repaired,Casual,Denim,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC021577,J03,Jeans,Green,Worn,Pocket,Minor,Minor,Minor,Previously Repaired,Casual,Denim,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC021578,J04,Jeans,Blue,Damaged,Multiple Areas,Major,Minor,None,Previously Repaired,Oversized,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC021579,K01,Hoodie,Grey,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021580,K02,Hoodie,Grey,Worn,Front,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC021581,K03,Hoodie,White,Damaged,Multiple Areas,Major,Minor,None,Previously Repaired,Oversized,Cotton Blend,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC021582,L01,Leggings,Grey,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Casual,Polyester,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC021583,L02,Leggings,White,Damaged,Multiple Areas,Major,Minor,None,Previously Repaired,Oversized,Cotton Blend,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC021584,N01,T-shirt,Beige,Good,None,None,None,None,No Repair,Oversized,Cotton Blend,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC021585,N02,Shirt,Pink,Good,None,None,None,None,No Repair,Casual,Polyester,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC021586,N03,Denim Jacket,Grey,Good,None,None,None,None,No Repair,Formal,Denim,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC021587,N04,Saree,Pink,Good,None,None,None,None,No Repair,Casual,Polyester,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC021588,N05,Dress,Pink,Good,None,None,None,None,No Repair,Casual,Viscose,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC021589,O01,Jacket,Navy,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Casual,Polyester,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC021590,O02,Jacket,Navy,Worn,Pocket,Minor,Minor,Minor,Previously Repaired,Casual,Polyester,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021591,O03,Jacket,White,Damaged,Multiple Areas,Major,Minor,None,Previously Repaired,Sporty,Polyester,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC021592,P01,Trousers,Navy,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC021593,P02,Trousers,Navy,Worn,Knee,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC021594,R01,Jumpsuit,Navy,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC021595,R02,Jumpsuit,Navy,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021596,S01,Shirt,Navy,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Convert into a sleeveless top,Sleeve removal,Medium,Removing damaged sleeves can retain the main body of the garment.,"Scissors, thread, needle or sewing machine",60,1,Rule-based circular fashion/upcycling transformation
REC021597,S02,Shirt,Navy,Worn,Collar,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Replace or redesign the collar,Collar redesign,Medium,A damaged collar can be replaced or converted into a new neckline.,"Replacement fabric, interfacing, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021598,S03,Shirt,Navy,Worn,Front,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Add a decorative fabric panel or appliqué,Panel insertion,Medium,A localized damaged area can be reinforced and visually redesigned.,"Fabric panel, thread, needle or sewing machine",60,2,Rule-based circular fashion/upcycling transformation
REC021599,S04,Shirt,White,Damaged,Multiple Areas,Major,Minor,None,Previously Repaired,Sporty,Cotton,Recover intact fabric sections for smaller products,Material recovery,Medium,Heavily damaged garments can still provide usable fabric pieces.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021600,SA01,Saree,Navy,Worn,Edge,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Trim the damaged edge and create a smaller accessory,Edge recovery,Medium,A damaged edge can be removed while preserving a large amount of usable fabric.,"Scissors, measuring tape and finishing thread",60,1,Rule-based circular fashion/upcycling transformation
REC021601,SA02,Saree,White,Damaged,Multiple Areas,Major,Minor,None,Previously Repaired,Sporty,Cotton,Recover intact fabric for accessories or patchwork,Fabric recovery,Medium,Intact sections can be separated and reused when the original item is heavily damaged.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021602,SH01,Shorts,Navy,Worn,Hem,Minor,Minor,Minor,Previously Repaired,Casual,Denim,Refinish or redesign the hem,Hem redesign,Easy,The damaged edge can be reconstructed without replacing the whole garment.,"Scissors, thread and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC021603,SK01,Skirt,Navy,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Shorten and refinish the skirt,Length alteration,Easy,Damaged lower fabric can be removed and the hem reconstructed.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC021604,SK02,Skirt,Navy,Worn,Waist,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Replace or reinforce the waistband,Waistband repair,Medium,A damaged waistband can be repaired without replacing the entire garment.,"Elastic or waistband fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021605,T01,T-shirt,Grey,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Redesign into a sleeveless top,Sleeve removal,Easy,Removing a damaged sleeve can preserve the main body of the garment.,"Scissors, measuring tape, needle and thread",40,1,Rule-based circular fashion/upcycling transformation
REC021606,T02,T-shirt,Grey,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Crop and finish the lower edge,Cropping,Easy,A damaged lower edge can be removed and the garment shortened.,"Scissors, measuring tape, needle and thread",30,1,Rule-based circular fashion/upcycling transformation
REC021607,T03,T-shirt,Grey,Worn,Front,Minor,Minor,Minor,Previously Repaired,Casual,Cotton,Cover the damaged area with an appliqué or patch,Appliqué,Easy,A localized damaged area can be covered while adding a decorative element.,"Fabric patch, fabric adhesive or thread",30,1,Rule-based circular fashion/upcycling transformation
REC021608,T04,T-shirt,White,Damaged,Multiple Areas,Major,Minor,None,Previously Repaired,Oversized,Cotton Blend,Recover usable fabric for small accessories,Fabric recovery,Medium,"When the shirt is heavily damaged, intact fabric can still be reused.","Scissors, thread and sewing supplies",90,1,Rule-based circular fashion/upcycling transformation
REC021609,D01,Dress,Navy,Worn,Bottom,Minor,None,None,Needs Repair,Casual,Polyester,Shorten the dress and refinish the hem,Length alteration,Easy,A damaged lower edge can be removed while retaining the upper garment.,"Scissors, measuring tape and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021610,D02,Dress,Navy,Worn,Sleeve,Minor,None,None,Needs Repair,Casual,Polyester,Redesign into a sleeveless dress,Sleeve removal,Medium,Removing damaged sleeves can preserve the dress body.,"Scissors, thread, needle or sewing machine",75,1,Rule-based circular fashion/upcycling transformation
REC021611,D03,Dress,White,Damaged,Multiple Areas,Major,Minor,Minor,Needs Repair,Sporty,Cotton,Recover usable fabric for a skirt or accessories,Fabric recovery,Medium,Intact sections can be separated from damaged areas and reused.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021612,J01,Jeans,Green,Worn,Bottom,Minor,None,None,Needs Repair,Casual,Cotton Blend,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC021613,J02,Jeans,Green,Worn,Knee,Minor,None,None,Needs Repair,Casual,Cotton Blend,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC021614,J03,Jeans,Green,Worn,Pocket,Minor,None,None,Needs Repair,Casual,Cotton Blend,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC021615,J04,Jeans,Blue,Damaged,Multiple Areas,Major,Minor,Minor,Needs Repair,Oversized,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC021616,K01,Hoodie,Grey,Worn,Sleeve,Minor,None,None,Needs Repair,Casual,Polyester,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021617,K02,Hoodie,Grey,Worn,Front,Minor,None,None,Needs Repair,Casual,Polyester,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC021618,K03,Hoodie,White,Damaged,Multiple Areas,Major,Minor,Minor,Needs Repair,Oversized,Cotton Blend,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC021619,L01,Leggings,Grey,Worn,Bottom,Minor,None,None,Needs Repair,Casual,Nylon,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC021620,L02,Leggings,White,Damaged,Multiple Areas,Major,Minor,Minor,Needs Repair,Oversized,Cotton Blend,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC021621,N01,T-shirt,Beige,Worn,None,None,None,None,Previously Repaired,Oversized,Cotton Blend,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC021622,N02,Shirt,Pink,Worn,None,None,None,None,Previously Repaired,Casual,Polyester,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC021623,N03,Denim Jacket,Grey,Worn,None,None,None,None,Previously Repaired,Formal,Denim,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC021624,N04,Saree,Pink,Worn,None,None,None,None,Previously Repaired,Casual,Polyester,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC021625,N05,Dress,Pink,Worn,None,None,None,None,Previously Repaired,Casual,Viscose,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC021626,O01,Jacket,Navy,Worn,Sleeve,Minor,None,None,Needs Repair,Casual,Cotton,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC021627,O02,Jacket,Navy,Worn,Pocket,Minor,None,None,Needs Repair,Casual,Cotton,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
