brand,usage,condition,type,category,price,trend,colors,cut,pattern,season,text,pilling,damage,stains,holes,smell,material
Tropical,Reuse,3,Skirt,Ladies,50-100,Unknown,"['Black', 'Yellow', 'Brown']",['Regular'],Other,All,Unknown,4,None,None,None,None,100% cotton
Etirel,Reuse,3,Skirt,Ladies,50-100,Unknown,"['Black', 'Yellow', 'Brown']",['Regular'],Other,All,Unknown,4,None,None,None,None,100% cotton
Etirel,Reuse,3,T-shirt,Ladies,<50,Unknown,['Grey'],"['Regular', 'C-collar']",Unknown,All,Unknown,4,None,None,None,None,"90% cotton, 10% viscose"
Lindex,Export,4,Dress,Children,<50,Unknown,['Red'],['C-collar'],Other,All,Röd volang klänning,5,smuts fläck,Minor,None,None,66% viskos 34% nylon
Happy Holly,Reuse,3,Trousers,Ladies,<50,Unknown,"['Blue', 'White']","['Regular', 'Loose']",Other,All,Unknown,5,None,None,None,None,"80% polyester, 20% elastane"
Lindex,Export,3,Top,Children,<50,Unknown,"['Black', 'White']",['C-collar'],Other,All,top med mönster,4,dragna trådar,None,None,None,100% polyester
Missing,Reuse,4,Dress,Ladies,50-100,Unknown,"['Black', 'Purple', 'Green', 'Multicolor']","['Regular', 'Loose']",Floral print,All,Unknown,4,None,None,None,None,"81% polyester, 19% elastane"
H&m,Reuse,4,Dress,Ladies,50-100,Unknown,['Black'],"['Regular', 'C-collar']",Striped,All,Unknown,4,None,None,None,None,100% polyester
Missing,Reuse,4,Top,Children,<50,Unknown,"['Pink', 'Grey']",['C-collar'],Striped,All,Randig top,4,None,None,None,None,100% bomull
H&m,Reuse,4,Dress,Ladies,50-100,Unknown,"['Blue', 'Black']",['Regular'],Other,All,Unknown,4,None,None,None,None,100% polyester
Indiska,Reuse,5,Skirt,Ladies,<50,Unknown,"['Red', 'Orange', 'Pink', 'Purple', 'Green', 'White', 'Black']",['Regular'],Floral print,All,Lång blommig kjol,5,None,None,None,None,100% viskos
Bianca,Reuse,4,Blazer,Ladies,50-100,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"68 cotton, 32% nylon"
Kappahl,Reuse,4,Sweater,Children,<50,Unknown,"['Black', 'Green', 'Purple', 'Beige']",['C-collar'],Floral print,All,sweater med blommigt tryck och paljetter,4,luddigt,None,None,None,100% bomull
H&m,Reuse,3,Dress,Ladies,50-100,Unknown,"['Blue', 'Black']","['Regular', 'C-collar']",Other,All,Unknown,4,None,None,None,None,100% polyester
Simon,Reuse,4,Shirt,Ladies,<50,Unknown,"['Beige', 'Red', 'Black', 'White']",['Regular'],Checkered print,All,rutig skjorta med röda knappar,5,saknas knapp,None,None,None,100% bomull
H&m,Reuse,3,Dress,Ladies,50-100,Unknown,['Pink'],"['Regular', 'C-collar']",Other,All,Unknown,4,None,None,None,None,100% polyester
Redgreen,Reuse,4,Outerwear,Ladies,<50,Unknown,['Blue'],['C-collar'],Other,All,mörkblå kappa med mörkblåa knappar,4,nopprigt,None,None,None,68% ull 32% nylon
Eison,Reuse,3,Dress,Ladies,50-100,Unknown,"['Yellow', 'Orange', 'Black']","['Regular', 'V-collar']",Other,All,Unknown,4,None,None,None,None,100% cotton
Eurofashion,Reuse,3,Dress,Ladies,<50,Unknown,['Black'],"['Regular', 'Loose']",Other,All,Unknown,4,None,None,None,None,100% cotton
Primark,Recycle,2,Sweater,Children,<50,Unknown,['Pink'],['C-collar'],Dots,All,sweater med volangärmar och prickar,2,nopprigt,None,None,None,100% polyester
H&m,Export,3,Hoodie,Children,<50,Unknown,"['White', 'Black']",['Regular'],Other,All,hoddie med sklett tryck,4,slitet tryck och nopprigt,None,None,None,100% elastan
Missing,Reuse,3,Dress,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% polyester
H&m,Reuse,5,T-shirt,Children,<50,Unknown,['Beige'],['C-collar'],Unknown,All,T-shirt,5,None,None,None,None,100% bomull
Gina Tricot,Export,4,Top,Ladies,<50,Unknown,['Yellow'],['Regular'],Unknown,All,gul top med rak skärning,5,smutsigt,Minor,None,None,100% bomull
Missing,Reuse,3,Dress,Ladies,<50,Unknown,['Black'],"['Regular', 'C-collar']",Unknown,All,Unknown,4,None,None,None,None,100% polyester
One Man,Export,3,Shirt,Men,<50,Unknown,"['Brown', 'Black']",['Regular'],Embroidered,All,skjorta med broderi tryck,3,nopprigt,None,None,None,55% polyester 45% bomull
Missing,Reuse,3,Outerwear,Ladies,50-100,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"65% polyester, 35% cotton"
Missing,Reuse,5,Dress,Ladies,<50,Unknown,"['White', 'Green', 'Blue', 'Grey', 'Yellow']",['V-collar'],Floral print,All,Lång klänning med blommigt mönster,5,None,None,None,None,100% viskos
Gildan,Export,2,T-shirt,Ladies,<50,Unknown,['White'],"['Regular', 'C-collar']",Logo print,All,Unknown,4,None,None,None,None,100% cotton
H&m,Reuse,5,Dress,Ladies,<50,Unknown,['Blue'],['Regular'],Floral print,All,lång klänning med blommigt mönster och resår,5,None,None,None,None,100% viskos
Capri Collection,Reuse,5,T-shirt,Ladies,50-100,Unknown,['Beige'],['Regular'],Unknown,All,beige t-shirt,5,None,None,None,None,100% Viscose
Missing,Recycle,2,Jeans,Ladies,<50,Denim,['Blue'],['Tight'],Unknown,All,Tight jeans ,5,hole,None,Major,None,100% Cotton
Soc (stadium),Export,2,Trousers,Men,<50,Unknown,['Black'],['Regular'],Unknown,All,black sweatpants,2,None,None,None,None,71% Cotton 29% Polyester
Dressman,Recycle,3,Shirt,Men,<50,Unknown,['Black'],['Regular'],Unknown,All,Black shirt,5,stained,None,None,None,100% Cotton
Smog,Recycle,2,Shirt,Men,<50,Unknown,['Blue'],['Regular'],Unknown,All,blue shirt,5,stained ,Major,None,None,100% Cotton
High Mountain,Reuse,3,Trousers,Men,<50,Unknown,"['Orange', 'Grey']",['Regular'],Embroidered,All,Arbetsbyxor med många fickor,4,saknas knapp,None,None,None,62% polyester 38% bomull
G-star Raw,Export,3,T-shirt,Men,<50,Unknown,"['Red', 'Grey']",['C-collar'],Other,All,t-shirt med text tryck,4,smutsigt/luddigt,Minor,None,None,100% bomull
Selected Homme/femme,Reuse,4,T-shirt,Men,<50,Unknown,"['Blue', 'Grey']",['C-collar'],Other,All,T-shirt med text tryck,5,None,None,None,None,100% bomull
Alice Bizous (joy),Reuse,5,Cardigan,Ladies,50-100,Unknown,['Red'],['Regular'],Other,All,red cardgan with sequence,5,None,None,None,None,63% nylon 37% Wool
Hollister (abercomb & Fitch),Reuse,5,Hoodie,Men,50-100,Unknown,['Blue'],['Regular'],Logo print,All,blue hoodie with logo print,5,None,None,None,None,78% Cotton 22% Polyester
H&m,Reuse,4,Sweater,Children,<50,Unknown,"['Grey', 'Pink', 'Blue', 'Yellow', 'Green', 'Purple']",['C-collar'],Other,All,Sweater med unicorn tryck,5,hål vid ärm,None,Minor,None,100% bomull
Jackpot,Reuse,3,Blazer,Ladies,<50,Unknown,"['Pink', 'White', 'Green']",['Regular'],Floral print,Spring,Blazer with floral print,5,stained,Major,None,None,100% Cotton
Missing,Reuse,5,Trousers,Ladies,<50,Unknown,['Beige'],['Regular'],Unknown,All,beige trousers,5,None,None,None,None,100% Polyester
Matrix,Reuse,5,Jeans,Men,50-100,Denim,['Blue'],['Tight'],Unknown,Unknown,blue jeans,5,None,None,None,None,72% Cotton 28% Viscose
Stadium (warp),Export,3,Sweater,Children,<50,Unknown,"['White', 'Black']",['C-collar'],Floral print,All,"Sweater med dragkedja, text tryck och blommigt mönster",4,vågig dragkedja och saknar löpare,None,None,None,100% viskois
Tapered,Reuse,5,Jeans,Ladies,50-100,Denim,['Grey'],['Regular'],Unknown,All,grey jeans,5,None,None,None,None,unknown
Sparkz,Export,3,T-shirt,Ladies,<50,Unknown,"['White', 'Black']",['C-collar'],Other,All,T-shirt ,4,lösa trådar,None,None,None,100% vidskos
Lager 157,Reuse,4,Jacket,Ladies,<50,Unknown,"['Beige', 'White', 'Grey']",['Turtle neck'],Other,All,Regn kappa ,5,None,None,None,None,?
H&m,Recycle,3,Jeans,Children,<50,Unknown,['Blue'],['Tight'],Unknown,All,ljusblåa jeans,5,smuts fläck,Minor,Minor,None,83% bomull 17%polyester
Lindex,Recycle,3,Jeans,Children,<50,Unknown,['Blue'],['Tight'],Unknown,All,Ljusblåa jeans,5,hål,Minor,Minor,None,100% bomull
Jack And Jones,Reuse,5,Jeans,Men,50-100,Unknown,['Black'],['Tight'],Unknown,Unknown,black jeans,5,None,None,None,None,unknown
Missing,Reuse,5,Trousers,Ladies,50-100,Unknown,['White'],"['Regular', 'Cropped']",Unknown,All,white trouserscropped,5,None,None,None,None,100% Cotton
Lindex,Reuse,4,Sweater,Children,<50,Unknown,"['Red', 'Pink']",['C-collar'],Geometric print,All,sweater med geometriskt mönster,4,nopprigt på ärmar,None,None,None,74% akryl 26% bomull
Vanheusen,Reuse,3,Shirt,Men,<50,Unknown,"['Blue', 'White']",['Regular'],Checkered print,All,Checkered shirt,5,stained,None,None,None,54% Cotton 46% Polyester
Northbrook,Export,4,Sweater,Children,<50,Unknown,['White'],['C-collar'],Logo print,All,kabelstickad sweater ,5,gult runt krage,Minor,None,None,100% bomull
Jacqueline De Yong,Export,3,Shorts,Ladies,<50,Unknown,['Blue'],['Regular'],Other,All,Shorts med volang ,3,nopprigt,None,None,None,100% polyester
Esprit,Export,3,Dress,Ladies,<50,Unknown,['Black'],['C-collar'],Unknown,All,knitted ribbed dress,3,None,None,None,None,61% Viscose 39% Nylon
Flash,Reuse,5,Trousers,Ladies,50-100,Unknown,['Blue'],"['Tight', 'Cropped']",Unknown,Unknown,blue tight cropped pants,5,None,None,None,None,unknown
Sunup,Reuse,5,Shirt,Ladies,50-100,Unknown,"['Green', 'Brown', 'Beige', 'Pink']",['Regular'],Floral print,All,Skjorta med bruna knappar och blommigt mönster,5,None,None,None,None,100% polyester
Levi's,Reuse,4,Shorts,Ladies,100-150,Denim,['Blue'],['Tight'],Unknown,Unknown,Blue jean shorts,5,damaged fabric,None,None,None,100% Cotton
Noisy May,Reuse,5,Sweater,Ladies,50-100,Unknown,['Brown'],['C-collar'],Other,All,Stickad sweater,5,None,None,None,None,100% akryl
J-crew,Recycle,3,Sweater,Men,<50,Unknown,['Grey'],['Regular'],Unknown,All,grey top,5,stain,Minor,Minor,None,100% cotton
Missing,Export,3,Cardigan,Children,<50,Unknown,"['Pink', 'Brown']",['C-collar'],Other,All,Stickad sweater med bruna knappar,4,smutsigt och luddigt,Minor,None,None,78% bomull 22% nylon
Kappahl,Export,3,Tights,Children,<50,Unknown,"['Red', 'Black', 'Beige', 'Grey']",['Tight'],Animal print,All,Jul tights ,3,nopprigt,None,None,None,63% bomull 37% nylon
Asos,Reuse,5,Dress,Ladies,100-150,Unknown,['Black'],['Regular'],Unknown,All,jeans overalls,5,None,None,None,None,unknown
Bläck,Reuse,3,Blazer,Men,100-150,Unknown,['Grey'],['Regular'],Unknown,All,grey blazer,5,None,None,None,None,unknown
Crivit,Export,3,Trousers,Men,<50,Unknown,['Grey'],['Tight'],Other,All,Gråa mjukisbyxor,3,smuts fläck,Major,None,None,?
Bläck,Reuse,5,Blazer,Men,100-150,Unknown,['Black'],['Regular'],Unknown,All,back blazer,5,None,None,None,None,unknown
Missing,Reuse,5,Blazer,Men,50-100,Unknown,['Grey'],['Regular'],Unknown,Unknown,grey blazer,5,None,None,None,None,unknown
H&m,Reuse,5,Jeans,Ladies,50-100,Denim,['Blue'],['Regular'],Unknown,Unknown,blue jeans,5,None,None,None,None,100% Cotton 
Crivit,Export,3,Trousers,Men,<50,Unknown,"['Grey', 'Black', 'Brown']",['Regular'],Other,All,Mörkgråa mjukisbyxor med dragkedjor,2,slitet och nopprigt,Minor,Minor,None,?
Riley,Reuse,5,Jacket,Ladies,50-100,Unknown,['Blue'],['Regular'],Unknown,Spring,Blue jacket,5,None,None,None,None,100% Cotton
East West,Reuse,5,Shirt,Men,50-100,Unknown,['Blue'],['Regular'],Unknown,All,Navy shirt,5,None,None,None,None,100% Cotton
Xlnt,Reuse,5,Dress,Ladies,50-100,Unknown,['Red'],['V-collar'],Other,All,Lång röd klänning med röda knappar,5,None,None,None,None,100% polyester
Bondelid,Reuse,5,Shirt,Men,50-100,Unknown,['Blue'],['Regular'],Unknown,All,Blue jean shirt,5,None,None,None,None,100% Cotton
Lager 157,Export,2,Trousers,Children,<50,Unknown,['Pink'],['Tight'],Other,All,Ribbade bootcut byxor,3,hål och luddigt,None,Minor,None,80% viskos 20% elastan
Dobber,Reuse,5,Shirt,Men,50-100,Unknown,['Blue'],['Regular'],Unknown,All,Blue shirt,5,None,None,None,None,100% Cotton
Lager 157,Export,3,Hoodie,Children,<50,Unknown,['Pink'],['V-collar'],Other,All,Ribbad hoodie ,3,lös tråd  ,None,None,None,100% bomull
Me & I,Recycle,3,Dress,Children,<50,Unknown,"['Blue', 'Pink', 'Brown']",['Regular'],Other,All,blue dress with pattern,5,stain,None,None,None,100% Cotton
Missing,Export,3,Shirt,Ladies,<50,Unknown,['Blue'],['Regular'],Unknown,All,jean shirt,3,stain,None,None,None,72% Cotton 28% Nylon
Visuaö Clothing Project,Recycle,2,Shirt,Men,<50,Unknown,['Blue'],['Regular'],Unknown,All,Blue jean shirt,5,stains,Major,None,None,100% Cotton
Cubus,Reuse,5,Skirt,Ladies,50-100,Unknown,['Blue'],['Regular'],Other,All,Lång kjol med volang nertill,5,None,None,None,None,80% viskos 20% elastan
H&m,Export,4,Top,Ladies,<50,Unknown,"['White', 'Black']",['Turtle neck'],Geometric print,All,Kort top med geometriskt mönster,5,svett fläck vid ärm,Minor,None,None,100% bomull
Emma&molena,Export,4,T-shirt,Ladies,<50,Unknown,"['White', 'Blue']",['C-collar'],Animal print,All,T-shirt med tryck,5,mat fläck vid krage,Minor,None,None,100% bomull
Weekday,Reuse,4,Top,Ladies,<50,Unknown,['Black'],['C-collar'],Other,All,Ribbad långärmad top,5,liten fläck,Minor,None,None,78%viskos 22% polyester
Bik Bok,Reuse,4,Trousers,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,All,Lång svarta byxor,5,håriga,None,None,None,80% polyester 20% elastan
H&m,Export,3,Sweater,Children,<50,Unknown,"['Red', 'Grey', 'Pink']",['C-collar'],Other,All,sweater med paljett tryck,3,nopprigt på ärmar,None,None,None,62% bomull 38% nylon
Dobber,Reuse,5,Shirt,Men,50-100,Unknown,['Blue'],['Regular'],Unknown,All,Navy courderoy shirt,5,None,None,None,None,100% Cotton
H&m,Reuse,4,Jeans,Children,<50,Unknown,['Blue'],['Regular'],Unknown,All,boout cut jeans,5,lite urtvättat,None,None,None,77% bomull 23% polyester
Bläck,Remake,3,Blazer,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,All,black shirt,5,Stained,None,None,None,100% Cotton 
Bondelid,Reuse,5,Shirt,Men,100-150,Unknown,"['Blue', 'Green', 'Black']",['Regular'],Checkered print,All,Checkered shirt,5,None,None,None,None,100% Cotton
H&m,Export,3,Sweater,Children,<50,Unknown,"['Pink', 'Grey', 'Black', 'White', 'Brown', 'Beige']",['C-collar'],Animal print,All,sweater med tryck,3,smuts fläckar vid ärmslut och luddigt,Minor,None,None,100% bomull
Bläck,Reuse,5,Jeans,Men,100-150,Denim,['Blue'],['Regular'],Unknown,Unknown,Blue jeans,5,None,None,None,None,100% Cotton
Reunion,Reuse,5,Trousers,Men,50-100,Unknown,['Blue'],['Tight'],Unknown,Unknown,Blue tight trousers,5,None,None,None,None,100% Cotton
Missing,Reuse,4,Vest,Children,<50,Unknown,"['White', 'Black', 'Grey']",['V-collar'],Other,All,Fluffig vest i olika färger,5,slitna snörren,None,None,None,100% akryl
Levi's,Reuse,5,Jeans,Ladies,100-150,Denim,['Blue'],['Tight'],Unknown,Unknown,tight blue jeans ,5,None,None,None,None,81% Cotton 19% Polyester
H&m,Reuse,5,Sweater,Men,50-100,Unknown,['Grey'],"['Regular', 'Turtle neck']",Unknown,All,kitted sweater,5,None,None,None,None,100% Cotton
Name It,Reuse,4,Cardigan,Children,<50,Unknown,"['Pink', 'Brown', 'Purple', 'White']",['C-collar'],Embroidered,All,"Cardigan med rosa knappar, broderi tryck och volang nertill",4,luddigt på ärmsluten,None,None,None,73% bomull 27% polyester
Unqlo,Reuse,5,Dress,Ladies,50-100,Unknown,['Grey'],['Regular'],Unknown,All,grey dress,5,None,None,None,None,unknown
Missing,Reuse,5,Dress,Ladies,50-100,Unknown,['Green'],['Oversize'],Dots,All,green dress with dots,5,None,None,None,None,100% Cotton
Lindex,Export,3,Jacket,Children,<50,Unknown,['Purple'],['V-collar'],Other,All,Flis tröja med grå dragkedja,5,smuts fläck ,Minor,None,None,100% polyester 
Zara,Reuse,5,Top,Ladies,50-100,Unknown,"['White', 'Black']",['Cropped'],Animal print,All,animal print cropped top,5,None,None,None,None,100% Polyester
Fbsisters (new Yorker),Reuse,5,Top,Ladies,50-100,Unknown,['Green'],['Cropped'],Unknown,All,green cropped top,5,None,None,None,None,100% Viscose
Lindex,Reuse,5,Cardigan,Ladies,50-100,Unknown,['Red'],['Regular'],Unknown,All,ribbed cardigan,5,None,None,None,None,100% Cotton
Craft,Recycle,3,Vest,Men,<50,Unknown,"['Black', 'Grey', 'Red']",['C-collar'],Logo print,All,Tränings vest med reflex och broderi tryck ,3,vågig dragkedja,Minor,None,None,100% polyester 
Zara,Export,4,Blazer,Ladies,<50,Unknown,['Black'],['Turtle neck'],Striped,All,svart blazer med svarta knappar,5,smutsigt runt krage,Minor,None,None,100% bomull
Gina Tricot,Recycle,3,Blouse,Ladies,<50,Unknown,['Yellow'],['Cropped'],Unknown,Unknown,yellow tie blouse,5,stained,None,None,None,100% Polyester
Soc (stadium),Export,4,T-shirt,Men,<50,Unknown,"['Black', 'Grey']",['C-collar'],Logo print,All,tränings t-shirt med reflex,5,mörk smuts fläck,Minor,None,None,80% polyester 20% elastan
Soviet Black,Export,5,Sweater,Ladies,<50,Unknown,['Yellow'],"['Regular', 'V-collar']",Embroidered,All,knitted sweater with embroidery,3,None,None,None,None,100% Cotton
Denim,Reuse,5,Jeans,Ladies,50-100,Denim,['Brown'],['Regular'],Unknown,All,Brown jeans,5,None,None,None,None,100% Cotton
Logg (h&m),Reuse,3,Trousers,Men,<50,Unknown,['Blue'],['Regular'],Other,All,mörk blåa cargobyxor,5,urtvättat,None,None,None,100% bomull
Lager 157,Export,3,Trousers,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,Unknown,black trousers,3,None,None,None,None,59% Cotton 41% Polyester
Missing,Export,3,Sweater,Ladies,<50,Unknown,['White'],['Regular'],Unknown,All,sweatshirt with zipper detail,3,None,None,None,None,67% Polyester 33% Cotton
Revolution,Reuse,5,Top,Men,50-100,Unknown,['Blue'],['Regular'],Unknown,All,blue top,5,None,None,None,None,89% Cotton 11% Cont?
Indiska,Reuse,5,Top,Ladies,50-100,Unknown,['Black'],['C-collar'],Other,All,Lång långärmad tröja,5,None,None,None,None,60% viskos 40% bomull
Fbsisters (new Yorker),Reuse,3,Sweater,Ladies,100-150,Unknown,['Blue'],['Oversize'],Unknown,Unknown,blue sweatshirt with print,5,stains,None,None,None,74% Cotton 26% Polyester
H&m,Export,3,Hoodie,Ladies,<50,Unknown,['Green'],['Regular'],Unknown,Unknown,green hoodie,3,stained,None,None,None,50% Cotton 50% Polyester
Bzaw,Export,3,Top,Men,<50,Unknown,"['Black', 'Blue', 'Grey']",['Turtle neck'],Logo print,All,Tränings tröja med dragkedja och reflex,4,slitet tryck och luddigt,Minor,None,None,80% polyester 20% elastan
Lindex,Export,3,Sweater,Ladies,<50,Unknown,['Green'],"['Loose', 'Turtle neck']",Unknown,All,knitted sweater,3,None,None,None,None,unknown
Zara,Reuse,5,Dress,Ladies,100-150,Unknown,['Black'],['Regular'],Glitter,All,black dress with glitter thread,5,None,None,None,None,unknown
Lindex,Export,3,Top,Children,<50,Unknown,"['Black', 'Purple', 'Pink', 'Blue', 'Green', 'Yellow']",['C-collar'],Embroidered,All,Top med broderi tryck och olika färger,3,luddigt,None,None,None,100% bomull
Gildan Hammer,Reuse,5,T-shirt,Men,50-100,Unknown,['Black'],['C-collar'],Embroidered,All,black t-shirt with embroidery,5,None,None,None,None,100% Cotton
Missing,Export,3,Cardigan,Ladies,<50,Unknown,['Green'],['Cropped'],Embroidered,All,cardigan with embroidery,5,hole,Minor,Minor,None,100% Viscose
Missing,Export,4,Tights,Children,<50,Unknown,"['Beige', 'Blue']",['Tight'],Animal print,All,Tights med mönster,4,hål och luddigt,None,Minor,None,100% bomull
Mini Marker,Reuse,5,Dress,Children,50-100,Unknown,"['Purple', 'Brown']",['C-collar'],Dots,All,Klänning med prick tryck och volang nertill,5,None,None,None,None,100% bomull
Pripps,Export,2,Sweater,Unisex,<50,90s,['Red'],['Regular'],Unknown,All,red sweatshirt with print,2,stain,Minor,Minor,None,60% Acryl 40% Cotton
United Colors Of Benetton,Recycle,3,Shirt,Ladies,<50,Unknown,"['Blue', 'White']",['Regular'],Checkered print,All,checkered shirt,5,stain,None,None,None,100% Cotton
Name It,Export,3,Robe,Ladies,<50,Unknown,"['Purple', 'Black']",['V-collar'],Striped,All,Morgon rock med randig luva,5,urtvättat ,None,None,None,100% viskos
H&m,Reuse,3,Cardigan,Ladies,<50,Unknown,['Beige'],['Regular'],Unknown,All,knitted cardigan,2,None,None,None,None,unknown
Lindex,Recycle,2,Sweater,Ladies,<50,Unknown,['Purple'],"['Regular', 'C-collar']",Unknown,All,Knitted purple sweater,3,stained,Minor,None,None,100% Acryl
Earth Positive,Export,2,Tank Top,Men,<50,Unknown,['Grey'],['Loose'],Other,Unknown,grey tank top with print,5,damaged print,Minor,None,None,74% Cotton 26% Viscose
New Look,Recycle,4,Top,Ladies,<50,Unknown,['Black'],['Cropped'],Unknown,All,svart top,5,hål,None,Minor,None,100% polyester
Missing,Reuse,5,Jacket,Ladies,50-100,Unknown,"['Black', 'Blue']",['Regular'],Unknown,Unknown,black jacket,5,None,None,None,None,79% Polyester 21% Nylon
H&m,Reuse,4,Trousers,Ladies,<50,Unknown,"['Yellow', 'Black', 'White']",['Tight'],Checkered print,All,Rutiga bootcut byxor,4,nopprigt,None,None,None,71% bomull 29% polyester
Lindex,Export,3,Sweater,Children,<50,Unknown,['Beige'],"['Regular', 'C-collar']",Unknown,Unknown,Sweatshirt with pearls,5,missing pearls,None,None,None,87% Cotton 13% Cont?
Vero Moda,Reuse,5,Blouse,Ladies,50-100,Unknown,"['Orange', 'Green', 'Black', 'Multicolor']",['Loose'],Other,All,patterned sleeveless blouse with beads,5,None,None,None,None,100% Polyester
Missing,Reuse,5,Dress,Ladies,50-100,80s,"['Green', 'Blue', 'Brown']",['V-collar'],Embroidered,All,Lång klänning med mycket broderi ,5,None,None,None,None,100% viskos
Lindex,Export,3,Trousers,Children,<50,Unknown,['Blue'],['Regular'],Unknown,All,blue ribbed trousers,3,None,None,None,None,86% Viscose 14% Cont?
H&m,Recycle,3,T-shirt,Children,<50,Unknown,['Pink'],"['Regular', 'C-collar']",Other,All,pink t-shirt with print,5,damaged print,None,None,None,100% Cotton
Missing,Reuse,5,Skirt,Ladies,50-100,70s,"['Brown', 'Green']",['Regular'],Embroidered,All,Lång kjol med broderi tryck,5,None,None,None,None,100% viskos
Frozen,Recycle,3,Dress,Children,<50,Unknown,[],"['Regular', 'C-collar']",Unknown,All,dress with pinted fabric,2,None,None,None,None,100% Cotton
H&m,Reuse,3,Cardigan,Ladies,50-100,Unknown,"['Black', 'Green']","['Regular', 'Oversize']",Unknown,All,Unknown,3,None,None,None,None,"55% polyester, 45% acrylic"
H&m,Export,3,Shorts,Children,<50,Unknown,['Red'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,100% viscose
Gina Tricot,Export,3,T-shirt,Ladies,<50,Unknown,['Beige'],"['Regular', 'C-collar']",Unknown,All,Unknown,3,stains,Minor,None,None,100% cotton
Quicksilver,Reuse,3,Shorts,Men,<50,Unknown,"['Blue', 'Orange', 'Black', 'Multicolor']",['Regular'],Other,All,Unknown,3,None,None,None,None,100% polyester
Missing,Reuse,3,Blouse,Ladies,<50,Unknown,['Black'],"['Regular', 'Long']",Unknown,All,Unknown,4,None,None,None,None,100% viscose
Kappahl,Export,1,Blouse,Ladies,<50,Unknown,['White'],['Regular'],Embroidered,All,Unknown,4,hole,None,Major,None,100% cotton
H&m,Export,3,Tank Top,Ladies,<50,Unknown,['Black'],"['Regular', 'V-collar']",Unknown,All,Unknown,4,stained edges,Major,None,None,"83% cotton, 17% nylon"
Oscar Jacobsson,Remake,3,Trousers,Men,<50,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,4,stained,Minor,None,None,100% wool
Lager 157,Export,1,Tank Top,Ladies,<50,Unknown,['White'],"['Regular', 'V-collar']",Unknown,All,Unknown,4,hole,Minor,Major,None,"84% cotton, 16% polyester"
Damella,Reuse,2,Blazer,Ladies,100-150,Unknown,['Pink'],[],Unknown,All,Unknown,3,None,None,None,None,pink
Damella,Export,2,T-shirt,Ladies,<50,Unknown,['Pink'],"['Regular', 'C-collar']",Other,All,Unknown,3,holes,None,Minor,None,100% cotton
D'lena,Reuse,3,Blazer,Ladies,100-150,Unknown,['Black'],[],Unknown,All,Unknown,3,None,None,None,None,black
D'lena,Export,3,Top,Ladies,<50,Unknown,['Black'],"['Regular', 'C-collar']",Lace,All,Unknown,3,crooked seam,None,None,None,100% viscose
Missing,Reuse,3,Trousers,Ladies,<50,Unknown,['Brown'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,"82% cotton, 18% polyester"
Bikbok,Reuse,3,Shirt,Ladies,50-100,Unknown,"['White', 'Blue']",['Regular'],Other,All,Unknown,3,None,None,None,None,100% polyester
H&m,Export,1,Tank Top,Ladies,<50,Unknown,['White'],"['Regular', 'C-collar']",Unknown,All,Unknown,3,holes,Major,Minor,None,"78% cotton, 22% nylon"
Wera,Reuse,1,Blazer,Ladies,100-150,Unknown,['White'],[],Unknown,All,Unknown,3,None,None,None,None,white
Wera,Export,1,Tank Top,Ladies,<50,Unknown,['White'],"['Regular', 'C-collar']",Unknown,All,Unknown,3,stained edges,Minor,Major,None,100% viscose
Zara,Reuse,3,T-shirt,Ladies,<50,Unknown,['Blue'],"['Regular', 'C-collar']",Unknown,Unknown,Unknown,3,None,None,None,None,100% cotton
Lager 157,Reuse,3,Hoodie,Ladies,<50,Unknown,['Grey'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,100% cotton
Denim By Day,Export,3,Trousers,Ladies,<50,Unknown,['Grey'],['Regular'],Unknown,All,Unknown,3,stained,Minor,None,None,100% cotton
Happy Holly,Reuse,3,Cardigan,Ladies,50-100,Unknown,['Brown'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,"80% polyester, 20% elastane"
H&m,Export,3,Sweater,Ladies,<50,Unknown,['Pink'],"['Regular', 'Turtle neck']",Unknown,All,Unknown,3,stained,Minor,None,None,100% polyester
Okay,Reuse,3,Outerwear,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,100% polyester
H&m,Reuse,3,T-shirt,Unisex,<50,Unknown,['Grey'],"['Regular', 'C-collar']",Unknown,All,Unknown,3,None,None,None,None,100% cotton
Missing,Export,3,T-shirt,Ladies,<50,Unknown,"['Grey', 'Red']","['Regular', 'C-collar']",Other,All,Unknown,3,crooked seam,None,None,None,"57% cotton, 43% polyester"
Missing,Reuse,4,Tank Top,Ladies,<50,Unknown,['Grey'],"['Regular', 'Loose']",Unknown,All,Unknown,4,None,None,None,None,100% acrylic
